Name,State,Country,Location
Coral Springs,Florida,US,"26.27119 , -80.2706"
Dania Beach,Florida,US,"26.05231 , -80.14393"
Davie,Florida,US,"26.06287 , -80.2331"
Deerfield Beach,Florida,US,"26.31841 , -80.09977"
Fort Lauderdale,Florida,US,"26.12231 , -80.14338"
Hallandale Beach,Florida,US,"25.9812 , -80.14838"
Hollywood,Florida,US,"26.0112 , -80.14949"
Lauderdale Lakes,Florida,US,"26.16647 , -80.20838"
Lauderhill,Florida,US,"26.14036 , -80.21338"
Margate,Florida,US,"26.24453 , -80.20644"
North Lauderdale,Florida,US,"26.2173 , -80.22588"
Pembroke Pines,Florida,US,"26.00315 , -80.22394"
Plantation,Florida,US,"26.13421 , -80.23184"
Pompano Beach,Florida,US,"26.23786 , -80.12477"
Sunrise,Florida,US,"26.13397 , -80.1131"
Tamarac,Florida,US,"26.21286 , -80.24977"
Weston,Florida,US,"26.10037 , -80.39977"
Brownsville,Texas,US,"25.90175 , -97.49748"
Edinburg,Texas,US,"26.30174 , -98.16334"
Harlingen,Texas,US,"26.19063 , -97.6961"
Laredo,Texas,US,"27.50641 , -99.50754"
McAllen,Texas,US,"26.20341 , -98.23001"
Mission,Texas,US,"26.21591 , -98.32529"
Pharr,Texas,US,"26.1948 , -98.18362"
San Benito,Texas,US,"26.13258 , -97.6311"
San Juan,Texas,US,"26.18924 , -98.15529"
Weslaco,Texas,US,"26.15952 , -97.99084"
Bristol,Connecticut,US,"41.67176 , -72.94927"
Manchester,Connecticut,US,"41.77593 , -72.52148"
East Hartford,Connecticut,US,"41.78232 , -72.61203"
West Hartford,Connecticut,US,"41.76204 , -72.74204"
Middletown,Connecticut,US,"41.56232 , -72.65065"
New Britain,Connecticut,US,"41.66121 , -72.77954"
New London,Connecticut,US,"41.35565 , -72.09952"
Newington,Connecticut,US,"41.69788 , -72.72371"
Norwich,Connecticut,US,"41.52426 , -72.07591"
West Torrington,Connecticut,US,"41.81843 , -73.14372"
West Hartford,Connecticut,US,"41.76204 , -72.74204"
Wethersfield,Connecticut,US,"41.71427 , -72.65259"
Fort Collins,Colorado,US,"40.58526 , -105.08442"
Grand Junction,Colorado,US,"39.06387 , -108.55065"
Greeley,Colorado,US,"40.42331 , -104.70913"
Loveland,Colorado,US,"40.39776 , -105.07498"
Aloha,Oregon,US,"45.49428 , -122.86705"
Beaverton,Oregon,US,"45.48706 , -122.80371"
Gresham,Oregon,US,"45.49818 , -122.43148"
Hillsboro,Oregon,US,"45.52289 , -122.98983"
Keizer,Oregon,US,"44.99012 , -123.02621"
Lake Oswego,Oregon,US,"45.42067 , -122.67065"
McMinnville,Oregon,US,"45.21012 , -123.19872"
Milwaukie,Oregon,US,"45.44623 , -122.63926"
Oregon City,Oregon,US,"45.35734 , -122.60676"
Portland,Oregon,US,"45.52345 , -122.67621"
Salem,Oregon,US,"44.9429 , -123.0351"
Tigard,Oregon,US,"45.43123 , -122.77149"
Tualatin,Oregon,US,"45.38401 , -122.76399"
West Linn,Oregon,US,"45.36568 , -122.61231"
Woodburn,Oregon,US,"45.14373 , -122.85537"
Allen,Texas,US,"33.10317 , -96.67055"
Carrollton,Texas,US,"32.95373 , -96.89028"
Cedar Hill,Texas,US,"32.58847 , -96.95612"
Coppell,Texas,US,"32.95457 , -97.01501"
Dallas,Texas,US,"32.78306 , -96.80667"
DeSoto,Texas,US,"32.58986 , -96.85695"
Duncanville,Texas,US,"32.6518 , -96.90834"
Farmers Branch,Texas,US,"32.92651 , -96.89612"
Flower Mound,Texas,US,"33.01457 , -97.09696"
Frisco,Texas,US,"33.15067 , -96.82361"
Garland,Texas,US,"32.91262 , -96.63888"
Grand Prairie,Texas,US,"32.74596 , -96.99778"
Irving,Texas,US,"32.81402 , -96.94889"
Lancaster,Texas,US,"32.59208 , -96.75611"
Lewisville,Texas,US,"33.04623 , -96.99417"
McKinney,Texas,US,"33.19762 , -96.61527"
Mesquite,Texas,US,"32.7668 , -96.59916"
Plano,Texas,US,"33.01984 , -96.69889"
Richardson,Texas,US,"32.94818 , -96.72972"
Rowlett,Texas,US,"32.9029 , -96.56388"
The Colony,Texas,US,"33.08901 , -96.88639"
University Park,Texas,US,"32.85013 , -96.80028"
Waxahachie,Texas,US,"32.38653 , -96.84833"
Belleville,New Jersey,US,"40.79371 , -74.15014"
Bloomfield,New Jersey,US,"40.80677 , -74.18542"
Clifton,New Jersey,US,"40.85843 , -74.16376"
East Orange,New Jersey,US,"40.76732 , -74.20487"
Garfield,New Jersey,US,"40.88149 , -74.1132"
Irvington,New Jersey,US,"40.73232 , -74.23487"
Livingston,New Jersey,US,"40.79593 , -74.31487"
Lodi,New Jersey,US,"40.88232 , -74.0832"
Maplewood,New Jersey,US,"40.73121 , -74.27348"
Montclair,New Jersey,US,"40.82593 , -74.20903"
Morristown,New Jersey,US,"40.79677 , -74.48154"
Newark,New Jersey,US,"40.73566 , -74.17237"
Nutley,New Jersey,US,"40.82232 , -74.15987"
West Orange,New Jersey,US,"40.79871 , -74.23904"
Passaic,New Jersey,US,"40.85677 , -74.12848"
Paterson,New Jersey,US,"40.91677 , -74.17181"
Wayne,New Jersey,US,"40.92538 , -74.27654"
West Milford,New Jersey,US,"41.13121 , -74.36737"
West Orange,New Jersey,US,"40.79871 , -74.23904"
Beverly,Massachusetts,US,"42.55843 , -70.88005"
Chelmsford,Massachusetts,US,"42.59981 , -71.36728"
Danvers,Massachusetts,US,"42.57509 , -70.93005"
Fitchburg,Massachusetts,US,"42.58342 , -71.8023"
Gardner,Massachusetts,US,"42.57509 , -71.99813"
Gloucester,Massachusetts,US,"42.61593 , -70.66199"
Haverhill,Massachusetts,US,"42.7762 , -71.07728"
Lawrence,Massachusetts,US,"42.70704 , -71.16311"
Leominster,Massachusetts,US,"42.52509 , -71.75979"
Lowell,Massachusetts,US,"42.63342 , -71.31617"
Methuen,Massachusetts,US,"42.7262 , -71.19089"
South Peabody,Massachusetts,US,"42.50982 , -70.94949"
Salem,Massachusetts,US,"42.51954 , -70.89672"
Wilmington,Massachusetts,US,"42.54648 , -71.17367"
Bryan,Texas,US,"30.67436 , -96.36996"
College Station,Texas,US,"30.62798 , -96.33441"
Lake Jackson,Texas,US,"29.03386 , -95.43439"
Charlotte,North Carolina,US,"35.22709 , -80.84313"
Concord,North Carolina,US,"35.40888 , -80.58158"
South Gastonia,North Carolina,US,"35.2193 , -81.20563"
Huntersville,North Carolina,US,"35.41069 , -80.84285"
Kannapolis,North Carolina,US,"35.48736 , -80.62173"
Matthews,North Carolina,US,"35.11681 , -80.72368"
Monroe,North Carolina,US,"34.98543 , -80.54951"
Salisbury,North Carolina,US,"35.67097 , -80.47423"
Statesville,North Carolina,US,"35.78264 , -80.8873"
Apex,North Carolina,US,"35.73265 , -78.85029"
Cary,North Carolina,US,"35.79154 , -78.78112"
Chapel Hill,North Carolina,US,"35.9132 , -79.05584"
Durham,North Carolina,US,"35.99403 , -78.89862"
Goldsboro,North Carolina,US,"35.38488 , -77.99277"
West Raleigh,North Carolina,US,"35.78682 , -78.66389"
Sanford,North Carolina,US,"35.47988 , -79.1803"
Houma,Louisiana,US,"29.59577 , -90.71953"
Laplace,Louisiana,US,"30.06698 , -90.48147"
Slidell,Louisiana,US,"30.27519 , -89.78117"
Bay City,Michigan,US,"43.59447 , -83.88886"
Midland,Michigan,US,"43.61558 , -84.24721"
Mount Pleasant,Michigan,US,"43.59781 , -84.76751"
Saginaw,Michigan,US,"43.41947 , -83.95081"
Saginaw,Michigan,US,"43.41947 , -83.95081"
North Charleston,South Carolina,US,"32.85462 , -79.97481"
Florence,South Carolina,US,"34.19543 , -79.76256"
Goose Creek,South Carolina,US,"32.98101 , -80.03259"
Hilton Head Island,South Carolina,US,"32.21632 , -80.75261"
Mount Pleasant,South Carolina,US,"32.79407 , -79.86259"
North Myrtle Beach,South Carolina,US,"33.81601 , -78.68002"
North Charleston,South Carolina,US,"32.85462 , -79.97481"
Summerville,South Carolina,US,"33.0185 , -80.17565"
